var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t)
0.002390983,-1.319333233,1.320029021,-0.988109925,-0.463876363,1.408472453,1.18068892,1.445937125,-0.622528352,4.313166651,0.002504839,-1.514227213,1.398715524,-0.72143871,-0.539883227,1.333434166,1.215259203,1.177332337,-0.727198052,3.598857731
0.002504839,-1.514227213,1.398715524,-0.72143871,-0.539883227,1.333434166,1.215259203,1.177332337,-0.727198052,3.598857731,0.002618695,-1.17528116,1.497073653,-1.216685253,0.068171685,-0.429965585,0.039869565,-0.165691603,-0.502905838,0.830910663
0.002618695,-1.17528116,1.497073653,-1.216685253,0.068171685,-0.429965585,0.039869565,-0.165691603,-0.502905838,0.830910663,0.002732552,-1.17528116,1.585595969,-1.216685253,0.372199141,-0.823916593,-0.686106388,-0.568598786,-0.293566438,0.473756203
0.002732552,-1.17528116,1.585595969,-1.216685253,0.372199141,-0.823916593,-0.686106388,-0.568598786,-0.293566438,0.473756203,0.002846408,-1.234596719,1.644610847,-1.178589365,-0.007835179,-0.861435736,-0.893528089,-0.568598786,-0.233755181,0.116601742
0.002846408,-1.234596719,1.644610847,-1.178589365,-0.007835179,-0.861435736,-0.893528089,-0.568598786,-0.233755181,0.116601742,0.002960264,-1.226123068,1.742968976,-1.216685253,0.448206005,-0.917714452,-0.928098373,-0.568598786,-0.263660809,-0.061975488
0.002960264,-1.226123068,1.742968976,-1.216685253,0.448206005,-0.917714452,-0.928098373,-0.568598786,-0.263660809,-0.061975488,0.00307412,-1.260017673,1.79214804,-1.216685253,0.676226597,-0.842676165,-0.858957806,-0.434296392,-0.338424881,-0.151264103
0.00307412,-1.260017673,1.79214804,-1.216685253,0.676226597,-0.842676165,-0.858957806,-0.434296392,-0.338424881,-0.151264103,0.003187977,-1.293912279,1.880670356,-1.216685253,0.144178549,-0.880195308,-0.99723894,-0.568598786,-0.278613623,-0.061975488
0.003187977,-1.293912279,1.880670356,-1.216685253,0.144178549,-0.880195308,-0.99723894,-0.568598786,-0.278613623,-0.061975488,0.003301833,-1.370175141,1.949521046,-1.178589365,-0.691896955,-0.89895488,-0.962668656,-0.568598786,-0.278613623,-0.151264103
0.003301833,-1.370175141,1.949521046,-1.178589365,-0.691896955,-0.89895488,-0.962668656,-0.568598786,-0.278613623,-0.151264103,0.003415689,-1.522700864,2.018371737,-0.988109925,-0.311862635,-0.89895488,-0.928098373,-0.568598786,-0.278613623,-0.061975488
0.003415689,-1.522700864,2.018371737,-0.988109925,-0.311862635,-0.89895488,-0.928098373,-0.568598786,-0.278613623,-0.061975488,0.003529546,-1.488806259,2.077386614,-0.988109925,0.752233461,-0.936474024,-0.651536105,-0.434296392,-0.368330509,-0.061975488
0.003529546,-1.488806259,2.077386614,-0.988109925,0.752233461,-0.936474024,-0.651536105,-0.434296392,-0.368330509,-0.061975488,0.003643402,-1.437964351,2.156073117,-1.026205813,1.132267781,-0.936474024,-0.547825254,-0.568598786,-0.353377695,-0.151264103
0.003643402,-1.437964351,2.156073117,-1.026205813,1.132267781,-0.936474024,-0.547825254,-0.568598786,-0.353377695,-0.151264103,0.003757258,-1.285438627,2.215087995,-1.178589365,1.436295237,-0.89895488,-0.444114404,-0.568598786,-0.353377695,0.027313127
0.003757258,-1.285438627,2.215087995,-1.178589365,1.436295237,-0.89895488,-0.444114404,-0.568598786,-0.353377695,0.027313127,0.003871115,-1.166807509,2.254431246,-1.330972917,0.980254053,-0.936474024,-0.858957806,-0.70290118,-0.158991109,-0.151264103
0.003871115,-1.166807509,2.254431246,-1.330972917,0.980254053,-0.936474024,-0.858957806,-0.70290118,-0.158991109,-0.151264103,0.003984971,-1.065123693,2.234759621,-1.407164693,1.132267781,-0.936474024,-1.031809223,-0.568598786,-0.084227038,-0.240552718
0.003984971,-1.065123693,2.234759621,-1.407164693,1.132267781,-0.936474024,-1.031809223,-0.568598786,-0.084227038,-0.240552718,0.004098827,-1.031229088,2.175744743,-1.445260581,0.372199141,-0.880195308,-1.031809223,-0.568598786,-0.069274223,-0.151264103
0.004098827,-1.031229088,2.175744743,-1.445260581,0.372199141,-0.880195308,-1.031809223,-0.568598786,-0.069274223,-0.151264103,0.004212684,-0.929545272,2.09705824,-1.483356469,-0.311862635,-0.89895488,-0.962668656,-0.568598786,-0.069274223,-0.151264103
0.004212684,-0.929545272,2.09705824,-1.483356469,-0.311862635,-0.89895488,-0.962668656,-0.568598786,-0.069274223,-0.151264103,0.00432654,-0.836335108,2.008535924,-1.521452357,0.144178549,-0.823916593,-1.031809223,-0.568598786,-0.02441578,-0.061975488
0.00432654,-0.836335108,2.008535924,-1.521452357,0.144178549,-0.823916593,-1.031809223,-0.568598786,-0.02441578,-0.061975488,0.004440396,-0.793966851,1.949521046,-1.521452357,-0.235855771,-0.805157021,-1.135520074,-0.568598786,0.050348291,-0.151264103
0.004440396,-0.793966851,1.949521046,-1.521452357,-0.235855771,-0.805157021,-1.135520074,-0.568598786,0.050348291,-0.151264103,0.004554253,-0.819387805,1.939685234,-1.445260581,0.676226597,-0.655080446,-1.066379507,-0.434296392,0.095206734,0.295178972
