0,1,2,3,4,5,6,7,8
-0.2419461,1.0308734,-0.03674996,-0.38035887,-0.86701167,-0.021467745,-0.3935851,-0.62123704,0.03760791
-0.27885318,1.0746926,-0.036718965,-0.48132944,-0.77734625,-0.090246916,-0.30024135,-0.76739705,-0.6365824
-0.42257035,1.156812,0.3253436,-0.90080154,-0.7636194,0.47779298,-0.33555722,-0.7954707,0.29913783
-0.44588912,1.1894418,0.47933018,-0.85912377,-0.80289376,0.42312264,-0.295776,-0.8200153,-0.23384845
-0.29148877,1.2307197,0.19078958,-0.67873096,-0.9412141,0.22278851,-0.4468646,-0.8285216,0.28471565
-0.15665591,1.2378538,-0.17482305,-0.48296428,-0.7686138,0.4250719,-0.33738613,-0.71516144,-0.6490226
-0.12116635,1.236226,-0.02994132,-0.47446293,-0.8608815,0.06606072,-0.34147203,-0.8115705,-0.58402896
-0.053164363,1.2453111,-0.35698146,-0.49871743,-0.73460793,0.34379357,-0.28448808,-0.7089447,0.29109967
-0.033005357,1.1724372,-0.25484192,-0.20808768,-0.85031927,-0.018811882,0.027848363,-0.61832595,-0.24260736
-0.045878053,1.1091334,-0.16242993,-0.443834,-0.6527685,0.2608155,0.28209126,-0.6399554,0.112330794
-0.11129594,0.98392236,0.18130934,-0.77608573,-0.7116909,0.2409941,0.6990377,-0.73291826,-0.590242
-0.13789582,1.029215,0.44747376,-0.7538642,-0.54922163,0.5511584,0.875394,-0.8172089,0.010014057
-0.16819525,0.9695785,0.5621668,-0.74636936,-0.6273328,0.3513525,1.0745399,-0.8770634,-0.34449947
-0.29662073,1.0404674,0.93968,-0.4800297,-0.55893314,0.38496327,1.0385089,-0.7414689,0.0064566135
-0.33142245,1.0385542,1.0554552,-0.8607426,-0.3962325,0.71299595,1.0130167,-0.84784234,-0.67299384
-0.29864872,1.0980616,0.98238206,-0.7677342,-0.49566364,0.46850753,0.9417031,-0.8150536,0.0024569035
-0.34645116,1.0840752,1.2572345,-0.60173786,-0.56123734,0.41494948,0.87599444,-0.7848085,-0.004706979
-0.3590889,1.0892795,1.2304267,-0.2810266,-0.5775473,0.6302068,0.79317737,-0.8572998,0.0038622618
-0.35372043,1.1083057,1.3401561,-0.70367837,-0.39590466,0.4978593,0.7610303,-0.8658501,-0.0018757582
-0.35168254,1.1321875,1.3643754,-0.55170155,-0.4946698,0.039839864,0.70353997,-0.85168505,0.25596094
-0.36384308,1.1429167,1.3989283,-0.67596406,-0.4322511,0.15342104,0.63728297,-0.8542038,-0.2700181
-0.36833203,1.082623,1.3820659,-0.57152987,-0.38138986,0.1146757,0.5691024,-0.8007678,-0.0003142357
-0.33195424,1.0674516,1.382119,-0.59209126,-0.26922262,-0.21252263,0.5153867,-0.8313081,0.2621975
-0.32181764,1.0265837,1.3658425,-0.74616325,-0.39267325,-0.17313468,0.43958354,-0.86163116,-0.0053646564
-0.38014066,0.99381626,1.4440854,-0.9515021,-0.51092994,-0.116717756,0.36964083,-0.90570223,-0.27113783
-0.37141323,0.99247885,1.4882082,-1.0759614,-0.37749887,-0.012295723,0.29622972,-0.9109287,-0.688905
-0.32814646,1.0193838,1.4673299,-0.7720266,-0.5227661,-0.25002316,0.2072165,-0.93454766,-0.012863159
-0.31436372,1.0649718,1.471666,-0.8054788,-0.28513503,-0.11900973,0.13501132,-0.9698403,0.25507164
-0.28999472,1.1021421,1.4645433,-0.8478856,-0.3990221,-0.022394776,0.043496728,-0.85896516,0.24435413
-0.18818831,1.1207198,1.2965412,-0.5192668,-0.47520745,-0.55535996,-0.04322827,-0.8785976,-0.6215501
-0.08564949,1.1329628,0.84558904,0.09995997,-0.4527223,-0.8007666,0.2993195,-0.59971714,-0.6092769
-0.0067260265,1.107468,0.761747,-0.08356345,-0.31711996,-0.77239525,0.0641011,-0.52115583,-0.5298375
0.028642416,1.0570564,0.7301558,0.04954803,0.04319346,-0.755148,0.13210833,-0.34654427,-0.6001078
0.1475457,0.9944085,0.54997146,-0.5043597,0.024983525,-0.5603683,0.20141792,-0.3910054,-0.44529736
0.17473316,0.9741429,0.46072137,-0.3302945,0.0005912781,-0.46550182,0.18661773,-0.3388102,-0.52593446
0.2024144,0.9687971,0.48849785,-0.26335502,0.2935834,-0.076634824,0.120627046,-0.26740408,0.34883642
0.17773867,0.9742969,0.53304446,-0.3573479,0.17228961,-0.26691285,0.06474638,-0.3942492,-0.6037321
0.10214603,0.9710727,0.95616186,-0.86776996,0.2033143,-0.26263615,0.09201801,-0.55675745,-0.61856425
-0.07389307,1.0278517,1.3176843,-0.97523946,0.33329296,0.2381962,0.3400041,-0.8115454,-0.27146757
-0.18688977,1.1148957,1.4388018,-1.0789546,0.28157008,0.7636086,0.5586127,-0.96008074,-0.58850753
-0.24922645,1.1650506,1.4634736,-1.0755103,0.2838745,0.8116078,1.1508983,-0.9425267,-0.59445655
-0.31286693,1.221465,1.5117582,-0.956133,0.3564036,0.67883766,1.3020924,-0.9181957,-0.59465194
-0.30354583,1.2442058,1.5297567,-1.0212752,0.3408079,0.46636063,1.6311231,-0.9219686,-0.60017586
-0.32362902,1.3111221,1.5334972,-1.0495684,0.43161476,0.49918044,1.5661284,-0.927114,-0.26041245
-0.29725802,1.3111831,1.5309149,-0.9604132,0.23669624,0.36899924,1.25496,-0.8334197,-0.0074727535
-0.34320593,1.3412234,1.5491555,-0.9717852,0.29527783,-0.14203268,1.0921525,-0.9398136,0.2606181
-0.36486673,1.3691788,1.5589923,-0.9407305,0.33253264,-0.05907595,0.7968384,-0.8424779,-0.00021529198
-0.38099325,1.326031,1.570232,-0.87690526,-0.011178374,0.15012515,0.5764996,-0.9556037,-0.6075151
-0.34954453,1.3347069,1.4101471,-0.71364653,-0.38088012,0.039605975,0.12504399,-0.9596782,-0.2764926
-0.26340985,1.3861724,0.6856084,-0.67829746,-0.48478568,-0.17621532,-0.3202151,-0.69447887,0.00087046623
-0.30004156,1.3306167,0.8516996,-0.8535454,-0.737025,-0.36466056,-0.72991955,-0.7837764,-0.6144153
-0.2102108,1.4008248,0.070584655,-0.71424246,-0.82366216,0.27021354,-0.6597846,-0.87130463,-0.58234453
-0.12117946,1.3872269,0.12977493,-0.8736618,-0.79787886,0.2639091,-0.5509248,-0.8660046,-0.58362985
0.11261439,1.5127076,-0.5717986,0.12213206,-0.9534867,-0.22139937,-0.82822275,-0.57175756,-0.59293246
0.15568769,1.4790827,-0.2592522,-0.014389873,-0.7232832,-0.16472694,-0.26558197,-0.48232925,-0.442405
0.21981287,1.4649396,-0.4515605,0.54839826,-0.54325056,-0.64694905,0.026972413,-0.22907257,0.09177518
0.29526806,1.418868,-0.32069123,0.46174133,-0.47802246,-0.8086099,-0.10051131,-0.09166241,0.07800722
0.32195556,1.357303,-0.28207684,0.59116626,-0.17120671,-0.91595936,-0.08475721,0.22903848,0.7481401
0.3444122,1.3207976,-0.46239454,0.011874437,-0.2763698,-0.86526203,0.06888056,0.09852457,0.0807426
0.318753,1.2724909,-0.44513148,0.5171455,-0.37984562,-0.96381927,-0.10907769,0.23389626,-0.09046948
0.22472048,1.2634041,-0.1782496,0.22044396,-0.29505265,-0.76929986,0.019606829,0.08870697,-0.31093574
0.14110947,1.2357038,0.20918441,-0.044745326,-0.20993245,-0.5840312,0.05055666,-0.06526613,-0.5297222
-0.062971234,1.2273023,0.80084777,-0.6482433,-0.059473634,0.10200143,0.13541007,-0.31493497,0.25040615
-0.24613261,1.2691523,1.2433773,-0.8405174,-0.14756703,0.60268366,0.19197154,-0.8274021,-0.60621095
-0.3259251,1.2517109,1.4188383,-1.2062483,-0.0590657,1.0027448,0.36204636,-0.997864,-0.5463183
-0.36333585,1.2711824,1.4998506,-0.9372424,0.14352596,0.58444345,0.2207545,-0.9021646,-0.58622
-0.32787,1.2713361,1.5171385,-0.93972456,0.2131356,0.65231264,0.2452848,-0.807835,-0.0009666681
-0.37931716,1.2930387,1.5371763,-0.7741516,0.52392995,0.8653441,0.27482152,-0.8216386,0.018010736
-0.4007231,1.278121,1.5570749,-1.0845767,0.53973556,0.8366705,0.31823242,-0.9237006,-0.3255117
-0.44073868,1.2742144,1.5891539,-1.1414855,0.54609656,0.7501703,0.35352874,-0.9903592,-0.6240668
-0.48796368,1.2774651,1.6043326,-1.118356,0.28189468,0.6002781,0.44934666,-0.9261451,0.0144581795
-0.4711964,1.2394732,1.6280298,-0.9783096,0.23951328,-0.078522146,0.42480588,-0.9154098,0.27375042
-0.54277384,1.2261733,1.6009189,-1.0568081,0.25247097,-0.15188181,0.46056712,-1.0133972,-0.66124415
-0.57493365,1.2615889,1.6520879,-1.0488378,0.383183,0.29321223,0.47526574,-0.91204774,-0.65424764
-0.57418835,1.2586039,1.6472822,-0.921327,0.08617544,0.021904588,0.4953903,-0.84600246,0.2777475
