var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t)
0.0,0.21400778210116725,0.8016701461377878,0.09782608695652174,0.23469387755102036,0.18448275862068964,0.15517241379310345,0.12631578947368421,0.09018036072144288,0.18617021276595744,0.00011385631333257428,0.21206225680933846,0.793319415448849,0.10869565217391304,0.23469387755102036,0.1982758620689655,0.16666666666666666,0.13684210526315788,0.08216432865731461,0.26063829787234044
0.00011385631333257428,0.21206225680933846,0.793319415448849,0.10869565217391304,0.23469387755102036,0.1982758620689655,0.16666666666666666,0.13684210526315788,0.08216432865731461,0.26063829787234044,0.00022771262666514857,0.1984435797665369,0.7849686847599173,0.13043478260869562,0.19387755102040813,0.20172413793103447,0.16091954022988506,0.14736842105263157,0.08016032064128256,0.2872340425531915
0.00022771262666514857,0.1984435797665369,0.7849686847599173,0.13043478260869562,0.19387755102040813,0.20172413793103447,0.16091954022988506,0.14736842105263157,0.08016032064128256,0.2872340425531915,0.0003415689399977229,0.20817120622568086,0.7745302713987492,0.11956521739130434,0.21428571428571427,0.21034482758620687,0.17241379310344826,0.15789473684210525,0.06813627254509018,0.25531914893617025
0.0003415689399977229,0.20817120622568086,0.7745302713987492,0.11956521739130434,0.21428571428571427,0.21034482758620687,0.17241379310344826,0.15789473684210525,0.06813627254509018,0.25531914893617025,0.00045542525333029714,0.1984435797665369,0.7536534446764094,0.14130434782608697,0.1020408163265306,0.20517241379310344,0.16666666666666666,0.15789473684210525,0.0691382765531062,0.19680851063829785
0.00045542525333029714,0.1984435797665369,0.7536534446764094,0.14130434782608697,0.1020408163265306,0.20517241379310344,0.16666666666666666,0.15789473684210525,0.0691382765531062,0.19680851063829785,0.0005692815666628714,0.19649805447470808,0.74947807933194,0.15217391304347827,0.14285714285714282,0.20689655172413793,0.132183908045977,0.15789473684210525,0.07014028056112223,0.15425531914893617
0.0005692815666628714,0.19649805447470808,0.74947807933194,0.15217391304347827,0.14285714285714282,0.20689655172413793,0.132183908045977,0.15789473684210525,0.07014028056112223,0.15425531914893617,0.0006831378799954458,0.16731517509727623,0.7369519832985354,0.18478260869565216,0.07142857142857141,0.20689655172413793,0.14942528735632182,0.17894736842105263,0.060120240480961915,0.14361702127659573
0.0006831378799954458,0.16731517509727623,0.7369519832985354,0.18478260869565216,0.07142857142857141,0.20689655172413793,0.14942528735632182,0.17894736842105263,0.060120240480961915,0.14361702127659573,0.00079699419332802,0.14785992217898827,0.7369519832985354,0.22826086956521735,0.1020408163265306,0.21379310344827585,0.20689655172413793,0.17894736842105263,0.040080160320641274,0.14893617021276595
0.00079699419332802,0.14785992217898827,0.7369519832985354,0.22826086956521735,0.1020408163265306,0.21379310344827585,0.20689655172413793,0.17894736842105263,0.040080160320641274,0.14893617021276595,0.0009108505066605943,0.12645914396887153,0.7453027139874742,0.2608695652173913,0.0510204081632653,0.21206896551724136,0.19348659005747124,0.18245614031578944,0.0501002004008016,0.17375886526595744
0.0009108505066605943,0.12645914396887153,0.7453027139874742,0.2608695652173913,0.0510204081632653,0.21206896551724136,0.19348659005747124,0.18245614031578944,0.0501002004008016,0.17375886526595744,0.0010247068199931686,0.20038910505836569,0.7453027139874742,0.18478260869565216,0.14285714285714282,0.21034482758620687,0.18007662833333335,0.18596491231578946,0.060120240480961915,0.19858156026595744
0.0010247068199931686,0.20038910505836569,0.7453027139874742,0.18478260869565216,0.14285714285714282,0.21034482758620687,0.18007662833333335,0.18596491231578946,0.060120240480961915,0.19858156026595744,0.0011385631333257428,0.23540856031128396,0.7432150313152412,0.15217391304347827,0.19387755102040813,0.20862068965517241,0.16666666666666666,0.1894736842105263,0.07014028056112223,0.22340425531914893
0.0011385631333257428,0.23540856031128396,0.7432150313152412,0.15217391304347827,0.19387755102040813,0.20862068965517241,0.16666666666666666,0.1894736842105263,0.07014028056112223,0.22340425531914893,0.0012524194466583172,0.2587548638132295,0.7390396659707719,0.10869565217391304,0.16326530612244897,0.21551724137931033,0.16091954022988506,0.17894736842105263,0.094188376753507,0.24999999999999997
0.0012524194466583172,0.2587548638132295,0.7390396659707719,0.10869565217391304,0.16326530612244897,0.21551724137931033,0.16091954022988506,0.17894736842105263,0.094188376753507,0.24999999999999997,0.0013662757599908915,0.29377431906614776,0.7160751565761991,0.08695652173913045,0.13265306122448978,0.19310344827586207,0.13793103448275862,0.14736842105263157,0.1222444889779559,0.21276595744680848
