0,1,2,3,4,5,6,7,8
0.43596828,0.69914967,0.4545401,0.15670174,0.03980878,0.24233124,0.03902331,0.04266256,0.027855039
0.42724442,0.70910776,0.46837485,0.15249148,0.036277503,0.23927072,0.03735879,0.03938517,0.025324047
0.39714673,0.70872736,0.5754773,0.12257367,0.052147895,0.3232268,0.053221703,0.029147595,0.032167464
0.39493954,0.71372604,0.619367,0.121647716,0.04845333,0.3049354,0.05073902,0.028993279,0.028048098
0.3930548,0.7234554,0.5236948,0.13430384,0.044912517,0.288422,0.046804547,0.031629562,0.030370325
0.4182594,0.71259797,0.4072137,0.14478213,0.04065329,0.29092118,0.0416587,0.03297347,0.031574816
0.40726295,0.7260505,0.45713115,0.1469447,0.037626415,0.25984472,0.03957817,0.034546614,0.027613014
0.41269317,0.7143843,0.36205173,0.14813963,0.046512097,0.30733514,0.04541099,0.034137458,0.038808495
0.42728102,0.71268386,0.38951057,0.16286907,0.03984809,0.24907091,0.038853943,0.041632295,0.03126043
0.42776474,0.69823706,0.42974627,0.14540616,0.050384402,0.30201495,0.04772201,0.036890984,0.036887437
0.42960003,0.6916944,0.561534,0.12784177,0.050386935,0.31035957,0.049879223,0.032817036,0.030198038
0.41495758,0.68359596,0.63198394,0.11420074,0.06673357,0.36692965,0.06370586,0.028386474,0.036503017
0.40946233,0.69155693,0.67393404,0.11442685,0.062297612,0.34130526,0.060832083,0.028898865,0.032082915
0.3971427,0.69371724,0.7549381,0.11540437,0.06941667,0.31797877,0.06507376,0.031440884,0.031216472
0.40269214,0.68091285,0.7944268,0.09950721,0.074741215,0.37030977,0.07146114,0.025238186,0.030434757
0.39192578,0.69487464,0.7734249,0.107355505,0.07253635,0.34190112,0.06886363,0.028095245,0.0315291
0.39129877,0.6926654,0.8306272,0.1066128,0.07339805,0.31742644,0.068727106,0.029486418,0.027746558
0.38492328,0.6943157,0.80943894,0.106393635,0.07455099,0.3380831,0.07067153,0.02720347,0.030252784
0.38790062,0.6905625,0.8496506,0.10087374,0.07813367,0.3349326,0.07292646,0.027298987,0.028045982
0.37971315,0.706118,0.85591674,0.11071721,0.07014245,0.27904513,0.06561971,0.03219536,0.025010943
0.3869673,0.7003714,0.8658329,0.106295735,0.06914842,0.2868228,0.06524122,0.030618966,0.023534566
0.3922436,0.69501907,0.86010075,0.10991156,0.07014689,0.2796229,0.06475386,0.032888323,0.0241144
0.38946933,0.700529,0.86551535,0.11431277,0.06867248,0.25625628,0.06263238,0.036047786,0.023221135
0.4004314,0.6930605,0.86572605,0.11105767,0.06553298,0.26199454,0.060762435,0.03471908,0.021742642
0.40620577,0.68660265,0.88249457,0.10475829,0.06437954,0.26939678,0.060708284,0.032433987,0.019913256
0.41133702,0.6808874,0.89455485,0.09933883,0.06581575,0.2815789,0.062086195,0.030487478,0.019184321
0.40074962,0.693388,0.88319427,0.10902256,0.06297651,0.2530335,0.059136182,0.0342142,0.019608974
0.3919618,0.694964,0.88535523,0.10509199,0.069931865,0.27512497,0.06475344,0.03190288,0.021888405
0.39612994,0.6930906,0.88334906,0.10517314,0.06960055,0.27591932,0.06427312,0.032198876,0.02178967
0.40377265,0.70932144,0.85123396,0.123744994,0.05098644,0.21044108,0.049099624,0.039978504,0.017601699
0.414312,0.71763706,0.7369534,0.15791997,0.043559015,0.16918153,0.040692627,0.055020273,0.019506603
0.42996252,0.70706964,0.71851295,0.15824729,0.044471055,0.17364612,0.04040879,0.05700618,0.01998356
0.4470543,0.69216347,0.71221423,0.16484651,0.04823664,0.16898468,0.040903866,0.064827114,0.021099865
0.46691424,0.67221344,0.6885263,0.14910138,0.05256921,0.21087167,0.044489026,0.056420565,0.023316026
0.47721347,0.6656411,0.6512487,0.15444934,0.051610738,0.21122575,0.04315403,0.058332115,0.024056345
0.4745453,0.65187556,0.64144456,0.14696145,0.067834735,0.25808847,0.053176165,0.054653913,0.032280803
0.4770882,0.6592871,0.6703003,0.14553049,0.055657625,0.23376226,0.046455204,0.053182185,0.025167376
0.46135756,0.6572998,0.80458194,0.11974597,0.06360811,0.26127484,0.054469824,0.043047667,0.022438616
0.42507166,0.66157335,0.869251,0.09847513,0.082962096,0.33187354,0.07223117,0.030612051,0.025974602
0.4086307,0.6627933,0.883755,0.08598381,0.09253445,0.39607668,0.08360988,0.023138732,0.028407544
0.39334154,0.6734262,0.8878555,0.08544636,0.097384095,0.40034994,0.08811158,0.022577763,0.030197501
0.3779426,0.68768954,0.89438885,0.088495255,0.0978491,0.37814042,0.0881916,0.023692608,0.030290127
0.3673948,0.6993608,0.9023202,0.089503825,0.097181946,0.3608321,0.08786273,0.024392307,0.029551
0.36119643,0.7022731,0.9008576,0.088822424,0.10136756,0.36964116,0.091125935,0.023914278,0.0313313
0.36375874,0.70520616,0.89806163,0.093897074,0.09526116,0.34143734,0.08529496,0.026333392,0.029671282
0.34857845,0.72439367,0.90443856,0.09939027,0.08725333,0.29734403,0.07919094,0.028853357,0.027055949
0.35168618,0.72411966,0.9033405,0.10085258,0.08463043,0.29010049,0.07679352,0.029570073,0.02619809
0.36119884,0.71950763,0.9010166,0.098106325,0.07541984,0.29540002,0.07161701,0.027090847,0.023271233
0.3621398,0.72831213,0.8634707,0.10752261,0.06387976,0.27371633,0.06291753,0.029031336,0.022823751
0.3708062,0.74431515,0.683385,0.13482872,0.048547655,0.23958465,0.049035907,0.03655973,0.02600351
0.375312,0.7484103,0.73282856,0.1317524,0.0404056,0.21465579,0.04336402,0.035939753,0.019664824
0.3743978,0.74949884,0.4816986,0.13623339,0.03893736,0.28034866,0.042765915,0.028982878,0.028974324
0.37414435,0.74930334,0.511806,0.1302805,0.04111457,0.29201037,0.04498574,0.027855307,0.029106975
0.40018252,0.75399745,0.28368074,0.19158578,0.029904515,0.20053625,0.030142128,0.04477313,0.029346168
0.39950946,0.7475495,0.37533754,0.17563859,0.037128538,0.21843597,0.036343932,0.044335514,0.03091973
0.4031046,0.7527412,0.3224461,0.21500912,0.037873864,0.17013672,0.033393115,0.0634225,0.033475667
0.42505404,0.73973703,0.36304745,0.21845186,0.0376741,0.1544187,0.032117546,0.07208076,0.0297575
0.44211426,0.72480536,0.36763,0.23584947,0.044341385,0.14111009,0.03353679,0.09162164,0.032891065
0.4600653,0.715435,0.34972075,0.22155201,0.040187925,0.1541853,0.031841367,0.08180857,0.03013423
0.47417542,0.7097116,0.33618712,0.24466372,0.03640473,0.12800011,0.027937382,0.09599352,0.027024448
0.4623744,0.7087347,0.42153227,0.21296564,0.0391801,0.14968157,0.031894088,0.08019775,0.02631855
0.45228502,0.70417917,0.5490263,0.18168783,0.04340744,0.17295852,0.03697768,0.06678489,0.024685651
0.4165238,0.6955502,0.72600925,0.13004687,0.066687435,0.2695902,0.05800721,0.042002916,0.030152828
0.39126927,0.697477,0.8306906,0.10035738,0.072449535,0.33922678,0.068959355,0.026149452,0.02714789
0.3873448,0.6828263,0.86869407,0.08340609,0.08812231,0.4166021,0.084188074,0.019919693,0.029554307
0.3811065,0.696674,0.88448226,0.09366843,0.08108148,0.34009874,0.075584054,0.025134027,0.025871664
0.3791737,0.69282866,0.88532627,0.093274474,0.09044632,0.35331097,0.081581,0.025574088,0.028871953
0.3712419,0.691959,0.8828724,0.0916329,0.100248516,0.3782833,0.08895743,0.024261922,0.03278488
0.37545764,0.68849105,0.8942439,0.086227804,0.0982832,0.38861558,0.08895084,0.022534639,0.030430347
0.3756158,0.6904252,0.90278244,0.085146844,0.0938777,0.37857798,0.08621943,0.022278517,0.027958512
0.3657409,0.69991696,0.90158904,0.08897817,0.09296948,0.35791934,0.08516753,0.023853213,0.028355122
0.36232004,0.7125184,0.9104206,0.099681705,0.08248666,0.28560263,0.07473439,0.029961914,0.024255097
0.36536515,0.71496725,0.91623783,0.09796354,0.07402712,0.27474552,0.0695281,0.028945357,0.02100858
0.367993,0.70519483,0.9127253,0.09369245,0.08293894,0.31021315,0.07642314,0.026786506,0.023859441
0.3566362,0.7168582,0.90856636,0.10131097,0.08145234,0.2809512,0.074358076,0.030194402,0.0244672
0.3693887,0.7029167,0.9067098,0.09105548,0.08270529,0.32972166,0.077730596,0.0248259,0.024527222
0.38202548,0.6948176,0.8918481,0.09148681,0.08045587,0.3449925,0.07597801,0.02407837,0.024976224
0.3754156,0.70445853,0.8181516,0.10351542,0.08456689,0.3495165,0.07697263,0.027382314,0.033627927
0.39187008,0.7028138,0.7349052,0.115948796,0.07412824,0.331823,0.06743562,0.030671805,0.034626186
0.4105774,0.6887357,0.7204971,0.11369228,0.0734483,0.34672737,0.06650743,0.030137748,0.03422433
0.44745743,0.65958333,0.6580293,0.12204057,0.07802513,0.35147542,0.06540048,0.035580873,0.038213253
0.47587246,0.653677,0.65159905,0.14348608,0.06628218,0.2636968,0.05265829,0.051810473,0.030931652
0.4796569,0.6588869,0.6446981,0.15619189,0.05616069,0.22190833,0.045404583,0.058300525,0.026373297
