0,1,2
-0.16948247,-0.24351406,1.1941943
-0.17192626,-0.24556696,1.2010326
-0.17186892,-0.2445811,1.1996081
-0.17042232,-0.24176371,1.1554111
-0.17050731,-0.23653352,1.1956474
-0.16896999,-0.24306822,1.195324
-0.16882873,-0.24225461,1.1963131
-0.168517,-0.23459244,1.1516305
-0.16870105,-0.2548604,1.1900795
-0.17121172,-0.2544241,1.1941532
-0.17096913,-0.250408,1.1458566
-0.17025805,-0.25289065,1.1887283
-0.16990006,-0.2578901,1.1992542
-0.17118299,-0.25417197,1.1935885
-0.17009962,-0.24430817,1.1421778
-0.16965032,-0.25289178,1.1873395
-0.17296636,-0.2604823,1.2016215
-0.1741631,-0.26182467,1.2073201
-0.17416573,-0.24426627,1.2090608
-0.17203605,-0.23446625,1.2079687
-0.16890585,-0.2324369,1.1934125
-0.16804767,-0.22874016,1.1439838
-0.1673727,-0.2315309,1.1859279
-0.16639555,-0.23082471,1.1468558
-0.16567957,-0.2333945,1.1881787
-0.16578615,-0.2336415,1.1890041
-0.16649151,-0.23006755,1.1463214
-0.16645706,-0.23374581,1.1917299
-0.16773987,-0.23433602,1.1979594
-0.16952312,-0.23144877,1.1591451
-0.16961598,-0.2503615,1.2000763
-0.17041421,-0.2545215,1.1882616
-0.17125416,-0.2568472,1.1959686
-0.16618788,-0.16537297,1.1550267
-0.16674042,-0.16753149,1.2001171
-0.16554642,-0.16624069,1.189815
-0.16111076,-0.090557694,1.1524553
-0.16474342,-0.15989524,1.1947044
-0.16238725,-0.08845711,1.1510739
-0.16483748,-0.14236033,1.1998777
-0.16584074,-0.1410538,1.1996396
-0.16018224,-0.07056677,1.1523339
-0.16206682,-0.14238763,1.1948617
-0.16505933,-0.07383096,1.209904
-0.16834319,-0.14237207,1.2114013
-0.16866934,-0.13881433,1.1658168
-0.16487277,-0.07747102,1.2206942
-0.17178679,-0.15398854,1.2230568
-0.16987264,-0.16270095,1.2175014
-0.16895926,-0.09586376,1.227772
-0.17079079,-0.1637522,1.2230234
-0.16937888,-0.1620385,1.2138314
-0.16659868,-0.09388411,1.2138497
-0.16692662,-0.14231032,1.2141359
-0.1665796,-0.13964719,1.211602
-0.16549194,-0.13497716,1.1589121
-0.16499126,-0.13811576,1.2023721
-0.16224468,-0.06955707,1.202082
-0.16584516,-0.13451385,1.1585364
-0.16618013,-0.21546519,1.1890981
-0.16482568,-0.22442389,1.1852849
-0.16357213,-0.22011256,1.1324801
-0.16536784,-0.22526413,1.1873707
-0.16495353,-0.22052288,1.1363214
-0.16367769,-0.225873,1.1788054
-0.16462058,-0.23237622,1.1265795
-0.16424,-0.24993736,1.1752884
-0.16436714,-0.24146533,1.1295832
-0.16582596,-0.22812408,1.172098
-0.16322911,-0.2407937,1.1255171
-0.1612972,-0.24993205,1.1703314
-0.16276598,-0.2426529,1.1265091
-0.16353148,-0.24331415,1.1269692
-0.16279376,-0.25084114,1.1692466
-0.16259533,-0.24130088,1.120581
-0.1638599,-0.23958254,1.1151645
-0.1625588,-0.24970889,1.1657803
-0.16332191,-0.2399838,1.1260514
-0.16426253,-0.24001765,1.1714491
-0.16553855,-0.22458696,1.1307392
-0.16598248,-0.23327309,1.1782064
-0.16620529,-0.22686934,1.1339092
-0.16660178,-0.23718429,1.1878543
-0.16359985,-0.2255069,1.1258012
-0.16390598,-0.22760153,1.1316929
-0.16451657,-0.23465085,1.1769087
-0.16629219,-0.22792208,1.13483
-0.16829634,-0.25582707,1.1890873
-0.1651411,-0.22750759,1.175168
-0.1656369,-0.21934044,1.128122
-0.16448498,-0.2217089,1.1329083
-0.16569996,-0.22590435,1.1746249
-0.16357362,-0.22118556,1.1316223
-0.1631304,-0.22452855,1.1634017
-0.16177571,-0.21977758,1.1229175
-0.16128421,-0.21982121,1.1218674
-0.16187346,-0.21994883,1.1243045
-0.16200721,-0.22604251,1.1632683
-0.16201997,-0.21752214,1.1172326
-0.15967596,-0.21970928,1.1140575
-0.17262,-0.2374481,1.1073935
-0.16529953,-0.25068235,1.1652012
-0.16879547,-0.247464,1.1446235
-0.17159557,-0.25452417,1.1933223
-0.1702919,-0.25380528,1.1887751
-0.1695416,-0.24819863,1.1479292
-0.17212069,-0.2542537,1.1940093
-0.16979337,-0.25449836,1.189961
-0.16663373,-0.24363744,1.1316046
-0.16724968,-0.25400853,1.182998
-0.16676188,-0.24553478,1.135889
-0.16572356,-0.25389838,1.1792123
-0.1646477,-0.24219275,1.1239641
-0.1651442,-0.2527523,1.1754754
-0.168226,-0.24722934,1.1428912
-0.1671164,-0.25556636,1.1859918
-0.16756463,-0.25550073,1.1869118
-0.16618872,-0.2415582,1.130759
-0.16467172,-0.23525846,1.1792159
-0.16458064,-0.22217214,1.1360326
-0.16168034,-0.21856177,1.1758587
-0.16216564,-0.21452361,1.1322355
-0.16044134,-0.20710993,1.1806219
-0.1611625,-0.19544125,1.1861656
-0.16485506,-0.19263315,1.1519533
-0.16517031,-0.19647658,1.1995583
-0.16450816,-0.2056374,1.1989233
-0.1679259,-0.21353877,1.1986902
-0.16783887,-0.21329552,1.1979303
-0.16916347,-0.21330506,1.2028351
-0.16604054,-0.21180445,1.1552796
-0.1660344,-0.2157051,1.2023673
-0.16366154,-0.21501029,1.1925824
-0.16418779,-0.2150529,1.1948543
-0.16291958,-0.21595758,1.1309772
-0.16203761,-0.2447434,1.1761084
-0.16102397,-0.23514163,1.125355
-0.16135156,-0.24494356,1.1749268
