0,1,2
-0.17243433,-0.30565876,1.2445304
-0.26271248,-0.37875792,1.2166572
-0.2579496,-0.3732841,1.2187779
-0.20008409,-0.35124168,1.14819
-0.19507179,-0.34462097,1.2374153
-0.1728133,-0.30761755,1.2462574
-0.17128962,-0.31209928,1.2481315
-0.11981991,-0.31325418,1.1658978
-0.043533534,-0.20050925,1.2588325
-0.10414782,-0.25620547,1.2393192
-0.05324453,-0.23438017,1.1652911
-0.06832242,-0.21760032,1.2504325
-0.09731528,-0.25937444,1.2421244
-0.101521134,-0.25321096,1.2401385
-0.025310189,-0.20476952,1.1739438
-0.053202927,-0.20211247,1.2551016
-0.16053516,-0.31596556,1.2218535
-0.2012929,-0.35944667,1.2092211
-0.2860496,-0.4398789,1.1811965
-0.28648227,-0.4413292,1.1792634
-0.17613095,-0.32673448,1.2487487
-0.109072566,-0.2884937,1.1808747
-0.11988729,-0.2666656,1.2739246
-0.08706069,-0.2751174,1.1907419
-0.09488118,-0.24991083,1.2817334
-0.09969896,-0.2551852,1.2802367
-0.08815956,-0.27585697,1.1898851
-0.122411996,-0.27920362,1.2738351
-0.16983041,-0.3298285,1.2486236
-0.19038361,-0.38371828,1.1253991
-0.15760922,-0.30822,1.2410121
-0.09141901,-0.21436423,1.2392793
-0.12946603,-0.2619381,1.2282354
-0.16702366,-0.16462144,1.1517466
-0.21282381,-0.17893925,1.2327323
-0.1515925,-0.11163176,1.257897
-0.09716919,0.057696223,1.1683415
-0.1319091,-0.13317913,1.2493742
-0.11440885,0.04254263,1.1568844
-0.2519564,-0.23636514,1.1891179
-0.26848388,-0.25206482,1.1781635
-0.17776167,-0.007979266,1.1282964
-0.18492895,-0.16986665,1.2293838
-0.34547412,-0.14798582,1.1341087
-0.3544581,-0.34779006,1.1215466
-0.32662725,-0.34643728,1.031306
-0.3763457,-0.193851,1.1093279
-0.4073652,-0.41303107,1.0821998
-0.30877236,-0.32108644,1.1379064
-0.3861736,-0.21403098,1.0958685
-0.34598175,-0.36126623,1.1145716
-0.28536302,-0.2955421,1.1525761
-0.28917587,-0.10941139,1.156849
-0.3528499,-0.346852,1.1247138
-0.34783304,-0.33747727,1.1295356
-0.2646191,-0.2806092,1.0719352
-0.286933,-0.26865855,1.1696329
-0.29069054,-0.08261554,1.1736493
-0.26880085,-0.2843237,1.0690712
-0.13985935,-0.31537315,1.245949
-0.053673655,-0.23972721,1.2917725
0.03404939,-0.1788,1.2368351
-0.068749726,-0.25558624,1.2823766
-0.002879262,-0.21699587,1.2134799
-0.0066598356,-0.18831992,1.3161515
0.11835253,-0.089748584,1.2363585
0.11268547,-0.07037093,1.3121526
0.148135,-0.06542356,1.2333249
-0.02128318,-0.16955605,1.3011196
0.181963,-0.029926196,1.2437937
0.18799725,-0.005263634,1.3370665
0.17641163,-0.025859669,1.2403687
0.14828822,-0.037563756,1.2292047
0.13588291,-0.017732091,1.31518
0.18744549,0.005046904,1.241363
0.2204361,0.040975735,1.2567455
0.15666497,0.0049577802,1.3216349
0.18718106,-0.035687678,1.2470865
0.03717339,-0.09898279,1.3014194
-0.0038323998,-0.17005312,1.2123206
-0.054870784,-0.19124779,1.2863272
-0.028026909,-0.19586614,1.205454
-0.10103369,-0.24338296,1.2719436
0.05076784,-0.1136285,1.2273021
0.022223383,-0.14599916,1.2190346
-0.024600565,-0.16139223,1.2950128
-0.0221847,-0.18979493,1.20285
-0.045937568,-0.18673477,1.2556428
-0.057072997,-0.18867883,1.2943197
-0.021333635,-0.1820454,1.2149884
-0.023566455,-0.1888731,1.2154379
-0.07306826,-0.1989904,1.2904929
-0.005441755,-0.17085747,1.2216485
0.015262425,-0.105167866,1.3159733
0.059423983,-0.101578206,1.240497
0.07134619,-0.08941314,1.244177
0.05114937,-0.11080642,1.2385509
0.04155171,-0.08473767,1.3235922
0.079835474,-0.07682536,1.2456411
0.1403893,-0.021069199,1.2625866
0.23100606,0.07791711,1.2669412
0.13552517,0.0055709034,1.3118496
-0.021237671,-0.19297165,1.173491
-0.11967009,-0.25495195,1.2321202
-0.08144766,-0.21488991,1.2439476
-0.045690715,-0.21894799,1.1659149
-0.13073432,-0.26596743,1.228712
-0.07324085,-0.2131322,1.2472532
0.062711746,-0.1022253,1.1995409
-0.0058158934,-0.14342046,1.2680913
0.04461199,-0.12311698,1.1938893
0.0331721,-0.10332495,1.2801352
0.12364176,-0.038001113,1.2184042
0.056602478,-0.07790257,1.2874082
-0.0053289533,-0.17640306,1.1784106
-0.014777482,-0.15453658,1.2652729
-0.025491416,-0.16544071,1.2619659
0.09620941,-0.0948451,1.2139921
0.01324591,-0.16592717,1.3076326
0.07259828,-0.18219905,1.222898
0.09044832,-0.12615976,1.3342592
0.10562545,-0.13592136,1.2378821
0.03854868,-0.18074638,1.3043311
-0.058638424,-0.2691048,1.251738
-0.16349646,-0.3739354,1.0973208
-0.20406082,-0.39404795,1.1761917
-0.14840525,-0.34514222,1.2061812
-0.17135629,-0.35561043,1.1968642
-0.1663745,-0.3508993,1.1995184
-0.21945104,-0.39629126,1.1721885
-0.11167568,-0.3308735,1.1229287
-0.15124893,-0.34376645,1.206376
-0.054398954,-0.25894454,1.2570114
-0.07694602,-0.2787459,1.245201
0.10675079,-0.13180369,1.2392399
0.15173471,-0.056689538,1.3184986
0.22867522,-0.011876419,1.2648491
0.17215881,-0.04088164,1.3228502
0.36205634,0.09822279,1.300671
0.2744658,0.044748127,1.3423535
0.31511962,0.059642732,1.2817367
0.24391246,0.00091932714,1.2677387
0.30489576,0.070705034,1.350981
0.18274233,-0.05165364,1.2565666
0.07605523,-0.121470176,1.302332
-0.035330117,-0.214089,1.252897
-0.027904034,-0.20724091,1.2559457
0.052226216,-0.15902397,1.2063396
0.05560538,-0.13729753,1.292824
0.12574574,-0.079842515,1.3140426
0.18372923,-0.05085095,1.2567631
0.15651554,-0.05400864,1.3198801
0.1898089,-0.04429487,1.2573998
0.16937527,-0.041938372,1.3218664
0.12574574,-0.079842515,1.3140426
0.14270768,-0.08502369,1.2469511
0.027491122,-0.16177902,1.2807516
-0.075074136,-0.27004468,1.2483459
-0.15138233,-0.366775,1.1022685
-0.07010093,-0.27799022,1.2459481
-0.16722599,-0.36439097,1.1949768
-0.18610403,-0.38007012,1.1852713
-0.25934,-0.43559566,1.1520084
-0.17869455,-0.38416806,1.0909082
-0.29031274,-0.4551084,1.1391606
-0.3101372,-0.4705009,1.1304315
-0.20029518,-0.3862523,1.180124
-0.10356325,-0.30247855,1.2312087
0.017470747,-0.21799572,1.1903676
0.010992259,-0.1980741,1.2919612
0.110829294,-0.090766564,1.3106436
0.18574396,-0.048809066,1.2570207
0.1594536,-0.05161883,1.3204646
0.19654432,-0.040024176,1.2591707
0.11275664,-0.09000477,1.3113139
0.111836076,-0.08994785,1.310844
0.11118561,-0.11066325,1.2327514
0.026452035,-0.16262418,1.2802835
0.112713546,-0.09044258,1.3114487
0.11625585,-0.10694253,1.2351831
0.08031502,-0.11639246,1.3036593
0.11380494,-0.088749,1.3113792
0.16682768,-0.0650013,1.2535428
0.15160605,-0.058001935,1.3189027
