0,1,2
0.0062006116,0.010311753,0.8280171
0.005292952,0.009108305,0.8147712
0.0053209364,0.009177238,0.81554365
0.0057232976,0.009883672,0.7825943
0.0057227015,0.009581983,0.8156588
0.006148219,0.010296583,0.82766145
0.006121516,0.010224134,0.8260809
0.0063675344,0.010542631,0.785496
0.008897036,0.012610048,0.85277575
0.008014172,0.011434674,0.8424832
0.008550316,0.012253255,0.81300974
0.008534014,0.0121665895,0.849247
0.008091986,0.011483461,0.84278107
0.008047044,0.011481613,0.8429347
0.008980572,0.01286155,0.8191571
0.008766741,0.012493879,0.8521507
0.0072524548,0.010362655,0.8311986
0.0067501664,0.009654105,0.8227085
0.0050282776,0.008205324,0.7968213
0.004698813,0.008130103,0.7925986
0.005756706,0.009864062,0.81834805
0.0063457787,0.010889918,0.78990865
0.0064063966,0.010910153,0.830814
0.006605029,0.011242628,0.79420227
0.0067079663,0.011329979,0.83511174
0.006648153,0.01123029,0.83410466
0.006570369,0.011210978,0.793641
0.006356746,0.01077047,0.82905936
0.005803287,0.009891063,0.8184556
0.005426824,0.009350181,0.7670789
0.0065717697,0.010343641,0.82868433
0.008371383,0.012246668,0.8530066
0.007795185,0.011356473,0.84440666
0.006253302,0.011072427,0.78692216
0.0058879256,0.010405332,0.82014
0.0066093504,0.011607856,0.8333263
0.0074395537,0.013169974,0.79966295
0.0065478683,0.011176199,0.8240282
0.0071694255,0.012730747,0.79456437
0.004715115,0.009210795,0.79404116
0.004554212,0.008922398,0.78926873
0.005739391,0.0115585625,0.7751131
0.0053828955,0.010391772,0.80999327
0.004250288,0.008699328,0.779235
0.0038329065,0.007597834,0.76544493
0.003954679,0.007877469,0.7206737
0.003999859,0.008150727,0.7694812
0.0037495792,0.0069337785,0.75460887
0.004714459,0.008179396,0.7820791
0.004442662,0.008032471,0.7730305
0.004401058,0.007660389,0.772506
0.004923612,0.008517891,0.7878975
0.0053248703,0.009515554,0.7973858
0.0037796497,0.0076154172,0.7653011
0.0037552416,0.007672906,0.76550126
0.0042761266,0.008726805,0.7363646
0.004247129,0.008603513,0.7826052
0.004607737,0.009640247,0.7926618
0.0042397976,0.008654445,0.7349036
0.0055995584,0.00991258,0.8117379
0.006855905,0.011390626,0.83117765
0.0078932345,0.013094842,0.80965996
0.0066830814,0.011082381,0.8280239
0.0073521435,0.012211323,0.8003154
0.007557124,0.012451857,0.84173656
0.010432243,0.015324175,0.8338524
0.011409849,0.015641928,0.87130916
0.0118356645,0.016302079,0.84323543
0.007731706,0.012769014,0.84811854
0.012646526,0.017401755,0.85045063
0.013099611,0.01774019,0.8820623
0.01270631,0.01765871,0.8533528
0.012262136,0.017311364,0.8529396
0.012400717,0.017413318,0.88367975
0.013285816,0.018734515,0.8610717
0.014269233,0.020099372,0.8680012
0.012952983,0.018177778,0.8873396
0.012581766,0.017142057,0.8476118
0.0094025135,0.014730573,0.8669034
0.007960707,0.013319463,0.8189951
0.0074418187,0.012399465,0.8473642
0.0075781345,0.0127185285,0.81304514
0.006832391,0.011397064,0.83825994
0.008954406,0.014850885,0.8327414
0.008440465,0.014042765,0.82614625
0.007925451,0.013161451,0.8540788
0.007798314,0.012873858,0.81551373
0.008925825,0.012854427,0.8568587
0.007180363,0.012454927,0.84692
0.0074626505,0.012975782,0.8145728
0.0074163675,0.012953222,0.8145826
0.006939858,0.012190282,0.8447447
0.0076771677,0.013431877,0.81917655
0.008407384,0.014621913,0.8641327
0.008844912,0.0153687,0.835629
0.009088874,0.015785098,0.83876556
0.008667409,0.015100062,0.83350456
0.008897215,0.01530996,0.8684659
0.009270281,0.01602441,0.84037447
0.010733008,0.018241942,0.85467684
0.015135735,0.021740288,0.87735295
0.012758821,0.018279105,0.8897128
0.009074062,0.013135701,0.82388484
0.00782752,0.011355311,0.84382915
0.008379102,0.01214385,0.8511819
0.008683205,0.012578189,0.81853145
0.007670611,0.011131436,0.8415514
0.008466393,0.012206167,0.8512648
0.010576963,0.015279353,0.8415105
0.0095825195,0.013789952,0.86398345
0.010230511,0.01478529,0.8379388
0.010324597,0.014841139,0.8712187
0.011923552,0.017193526,0.85443866
0.01080215,0.015517861,0.8753532
0.009328693,0.013500482,0.82728934
0.009428203,0.013570875,0.86254084
0.009239823,0.013304085,0.86050653
0.010923356,0.015380651,0.83911854
0.008253157,0.012889028,0.8480705
0.008459538,0.01283741,0.80394244
0.00946483,0.013597518,0.8434601
0.009577334,0.013828903,0.8074565
0.007970899,0.012417406,0.8304943
0.0061734915,0.01051712,0.80626774
0.0052511394,0.00907737,0.73758113
0.004928589,0.008482665,0.77584624
0.005807072,0.0093640685,0.7926849
0.0060282648,0.0091739595,0.79248595
0.006072551,0.009240568,0.79346806
0.0055948794,0.008562744,0.78246474
0.006569296,0.009985268,0.75857717
0.0062463284,0.009450972,0.7964128
0.007255256,0.010879606,0.8153354
0.006998867,0.010524809,0.8109747
0.00973928,0.013869911,0.8084458
0.0124717355,0.01568234,0.8627113
0.013889164,0.017530262,0.8412061
0.01284793,0.016148597,0.86569405
0.017212331,0.021657288,0.8638514
0.015063167,0.018891633,0.8804287
0.015899986,0.0200302,0.8558083
0.014207512,0.017927527,0.8437431
0.015842885,0.019856244,0.8847998
0.012958139,0.016371459,0.83342135
0.011168003,0.014064401,0.8515547
0.009560078,0.01206401,0.83441126
0.009659439,0.012188166,0.83556557
0.010764211,0.01363489,0.81073225
0.010849297,0.013669372,0.84843
0.0119856,0.01508072,0.8588673
0.012967408,0.016384214,0.8335407
0.012534857,0.015762717,0.863343
0.013085812,0.016532898,0.8345175
0.012777656,0.016064852,0.8651665
0.011979431,0.015073806,0.8588368
0.012213111,0.015444696,0.82650125
0.010418892,0.013134837,0.8441348
0.007334441,0.01058507,0.814324
0.005306393,0.0091744065,0.7396084
0.006046146,0.010307759,0.8036903
0.0051781535,0.008908778,0.7832718
0.0050376356,0.0086705685,0.77932227
0.0045599937,0.007895917,0.76518726
0.005120605,0.0088792145,0.73397505
0.004383236,0.007612288,0.7592856
0.0042635202,0.007424146,0.75535834
0.005473882,0.008697331,0.78312254
0.0066883266,0.010090858,0.80552226
0.007974029,0.012009054,0.78651524
0.008103132,0.011971682,0.82780147
0.011709362,0.014741808,0.85650796
0.012978703,0.016402125,0.8337263
