0,1,2,3,4,5
0.5693321,0.7137239,0.78048515,0.38009048,0.47054648,0.4068935
0.47788072,0.35756683,0.41635942,0.43434668,0.5042186,0.36120272
0.374995,0.4015026,0.29004514,0.3172722,0.44483113,0.5167303
0.5149374,0.5117724,0.50394213,0.37060833,0.44829082,0.40718794
0.6055491,0.43528104,0.3137033,0.4772663,0.61723685,0.36618638
0.37458634,0.3134873,0.40273106,0.43196154,0.41844773,0.31023526
0.29711652,0.3849256,0.42927814,0.37608814,0.40471768,0.36632013
0.29202175,0.33037925,0.34500945,0.22790289,0.29195142,0.27025008
0.7237885,0.7055578,0.76876175,0.4023142,0.43077207,0.44821715
0.5918348,0.59225345,0.59420955,0.38887048,0.40483713,0.30350542
0.6982417,0.7800324,0.78053904,0.08519316,0.27333546,0.29152036
0.592777,0.6319039,0.67873526,0.21075463,0.3299353,0.3546908
0.22105694,0.4121492,0.56753945,-0.71421397,-0.21750665,0.05385828
0.095458984,-0.072523594,0.12653244,-1.5671369,-0.7435137,-0.053476572
0.09320712,0.037072897,0.14787292,-1.047828,-0.4947741,-0.04559517
0.3971963,0.6146705,0.66053545,-0.2792455,0.19092846,0.4226954
0.6692555,0.65208864,0.55443144,0.31864905,0.36427903,0.29324412
0.5087173,0.39421606,0.549693,0.3138094,0.40043926,0.2742591
0.4290042,0.4451673,0.45935392,0.24271679,0.36779857,0.24518967
0.39700556,0.36526132,0.35599077,0.3891282,0.42218876,0.3073554
0.57721305,0.62190557,0.5779617,0.23515391,0.3130443,0.27946568
0.45140886,0.41776013,0.3112377,0.10532904,0.2812538,0.1833098
0.37067986,0.4137833,0.41798794,0.09993482,0.18325305,0.15063405
0.49743676,0.5090115,0.43900454,0.17379713,0.3300624,0.22143483
0.39794016,0.40423298,0.40012288,0.19243479,0.36676574,0.33641934
0.4154806,0.3621316,0.37777567,0.1624341,0.3431487,0.22769547
0.31593537,0.18763065,0.24627554,0.18535376,0.35363412,0.2678969
0.41896057,0.3199439,0.29115868,0.17623758,0.32882118,0.18042445
0.38382745,0.42547178,0.37968576,0.17717648,0.2863524,0.13359785
0.40665126,0.45276904,0.45809293,0.0903976,0.2702062,0.21924925
0.14011168,0.20203471,0.21213639,-0.22130299,-0.025460958,0.1431179
0.12671757,0.13776541,0.1552149,-0.17299843,0.08741474,0.14825177
-0.08368909,-0.20510292,-0.024213314,-0.87003696,-0.5211495,-0.12855148
-0.038626313,0.014746666,0.12364912,-0.7097697,-0.17647505,0.101848125
