var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t)
0.0,0.6469257619781205,0.5571481547167986,0.5572246432538664,0.8392830713672556,0.8829118894298729,0.8846843432502952,0.00023153507756425097,0.5828669487724498,0.5944407719716879,0.6309493292318208,0.7641861291181954,0.7996073504005026,0.8391323994577499
0.00023153507756425097,0.5828669487724498,0.5944407719716879,0.6309493292318208,0.7641861291181954,0.7996073504005026,0.8391323994577499,0.00046307015512850195,0.5157855736042589,0.6335714170549633,0.6430829701785866,0.79981055560489,0.8438668132558504,0.8962581811291052
0.00046307015512850195,0.5157855736042589,0.6335714170549633,0.6430829701785866,0.79981055560489,0.8438668132558504,0.8962581811291052,0.0006946052326927529,0.5737212612858563,0.6310078519258984,0.6571477398957531,0.8301808601959565,0.8673001413538558,0.8846989198723089
0.0006946052326927529,0.5737212612858563,0.6310078519258984,0.6571477398957531,0.8301808601959565,0.8673001413538558,0.8846989198723089,0.0009261403102570039,0.5910181158713753,0.646582719313803,0.6159104503118858,0.7437468549270342,0.7852834930108371,0.8550646473186305
0.0009261403102570039,0.5910181158713753,0.646582719313803,0.6159104503118858,0.7437468549270342,0.7852834930108371,0.8550646473186305,0.0011576753878212549,0.49037655271933067,0.678490237492543,0.6979577886012135,0.79981055560489,0.8087168211088425,0.8527906942845066
0.0011576753878212549,0.49037655271933067,0.678490237492543,0.6979577886012135,0.79981055560489,0.8087168211088425,0.8527906942845066,0.0013892104653855058,0.5605194906495581,0.5889911806910338,0.6706656412885584,0.8009797827309592,0.8204334851578452,0.9367083072168857
0.0013892104653855058,0.5605194906495581,0.5889911806910338,0.6706656412885584,0.8009797827309592,0.8204334851578452,0.9367083072168857,0.0016207455429497568,0.5971412413954486,0.627589765087145,0.7040587883448687,0.7744575674155639,0.8438668132558504,0.8645686048715072
0.0016207455429497568,0.5971412413954486,0.627589765087145,0.7040587883448687,0.7744575674155639,0.8438668132558504,0.8645686048715072,0.0018522806205140076,0.5859285115344863,0.7871273559808457,0.7220199948731093,0.8149957079004233,0.7970001570598397,0.8576009795489994
0.0018522806205140076,0.5859285115344863,0.7871273559808457,0.7220199948731093,0.8149957079004233,0.7970001570598397,0.8576009795489994,0.0020838156980782585,0.5391665529143347,0.7346951937184593,0.6103734085277278,0.9014889145428172,0.8673001413538558,0.9112721018031281
0.0020838156980782585,0.5391665529143347,0.7346951937184593,0.6103734085277278,0.9014889145428172,0.8673001413538558,0.9112721018031281,0.00231535077564251,0.6164271367563033,0.7561872208696773,0.6569768435443902,0.8100819939022584,0.8555834773048532,0.8804716994883606
0.00231535077564251,0.6164271367563033,0.7561872208696773,0.6569768435443902,0.8100819939022584,0.8555834773048532,0.8804716994883606,0.002546885853206761,0.6103430120317466,0.6431001402705447,0.6474066478680679,0.8665897048811531,0.8321501492068477,0.8509831931548183
0.002546885853206761,0.6103430120317466,0.6431001402705447,0.6474066478680679,0.8665897048811531,0.8321501492068477,0.8509831931548183,0.0027784209307710117,0.5574579278875216,0.6109830224271641,0.5974536443646927,0.8074031317526565,0.8204334851578452,0.8678629214465841
0.0027784209307710117,0.5574579278875216,0.6109830224271641,0.5974536443646927,0.8074031317526565,0.8204334851578452,0.8678629214465841,0.0030099560083352624,0.5737212612858563,0.6413749738000418,0.6735537896265914,0.7884734925850279,0.7852834930108371,0.859321020946606
0.0030099560083352624,0.5737212612858563,0.6413749738000418,0.6735537896265914,0.7884734925850279,0.7852834930108371,0.859321020946606,0.003241491085899514,0.6835475127240108,0.809538397046257,0.6234811586772622,0.8134860728768907,0.8829118894298729,0.888663761060012
0.003241491085899514,0.6835475127240108,0.809538397046257,0.6234811586772622,0.8134860728768907,0.8829118894298729,0.888663761060012,0.003473026163463765,0.6868235798833875,0.5895393644293245,0.7485431086046315,0.8225882840481897,0.8555834773048532,0.8611430986983077
0.003473026163463765,0.6868235798833875,0.5895393644293245,0.7485431086046315,0.8225882840481897,0.8555834773048532,0.8611430986983077,0.0037045612410280156,0.4326553694350733,0.564871096206246,0.6782192600187985,0.831690495219489,0.8274697659808388,0.8702534874568169
0.0037045612410280156,0.4326553694350733,0.564871096206246,0.6782192600187985,0.831690495219489,0.8274697659808388,0.8702534874568169,0.003936096318592266,0.4611844542813127,0.6643825677571222,0.6063573442706998,0.8954059734185831,0.9049945029056071,0.9469994023584976
0.003936096318592266,0.4611844542813127,0.6643825677571222,0.6063573442706998,0.8954059734185831,0.9049945029056071,0.9469994023584976,0.004167631396156518,0.7790214699401337,0.8239846508553278,0.6660514398017601,0.7244028061451024,0.7878906863515,0.8284331588997567
0.004167631396156518,0.7790214699401337,0.8239846508553278,0.6660514398017601,0.7244028061451024,0.7878906863515,0.8284331588997567,0.004399166473720769,0.6408416372535636,0.7020943843412927,0.6968640519524907,0.8559778586863214,0.8438668132558504,0.8821625876419399
0.004399166473720769,0.6408416372535636,0.7020943843412927,0.6968640519524907,0.8559778586863214,0.8438668132558504,0.8821625876419399,0.0046307015512850195,0.665275638150582,0.6539831997807265,0.5472272066991368,0.8180297782908564,0.7993560546568242,0.8014372549305424
0.0046307015512850195,0.665275638150582,0.6539831997807265,0.5472272066991368,0.8180297782908564,0.7993560546568242,0.8014372549305424,0.004862236628849271,0.5920516370585596,0.8222594843848249,0.6717935572075535,0.7504810111594588,0.8040364378828333,0.8357360465285776
0.004862236628849271,0.5920516370585596,0.8222594843848249,0.6717935572075535,0.7504810111594588,0.8040364378828333,0.8357360465285776,0.005093771706413522,0.8421832647569273,0.8428647437241022,0.72924891053576,0.9014889145428172,0.9141353855819068,0.9268545107356821
0.005093771706413522,0.8421832647569273,0.8428647437241022,0.72924891053576,0.9014889145428172,0.9141353855819068,0.9268545107356821,0.005325306783977773,0.8830951034496206,0.9313964174580399,0.8059642826625653,0.8085723588787259,0.8555834773048532,0.9190560179583984
0.005325306783977773,0.8830951034496206,0.9313964174580399,0.8059642826625653,0.8085723588787259,0.8555834773048532,0.9190560179583984,0.005556841861542023,0.7323960141182894,0.47654902213694916,0.639630863881056,0.6972441760648845,0.7272341762211402,0.7872542017112955
0.005556841861542023,0.7323960141182894,0.47654902213694916,0.639630863881056,0.6972441760648845,0.7272341762211402,0.7872542017112955,0.005788376939106274,0.5609094986447221,0.41012205149702524,0.6462274630436639,0.8136784773406742,0.6923983037537301,0.7851405915193214
0.005788376939106274,0.5609094986447221,0.41012205149702524,0.6462274630436639,0.8136784773406742,0.6923983037537301,0.7851405915193214,0.006019912016670526,0.5375285193346463,0.5534398529577736,0.5366658121849098,0.79981055560489,0.7832103031254908,0.8725857469789953
0.006019912016670526,0.5375285193346463,0.5534398529577736,0.5366658121849098,0.79981055560489,0.7832103031254908,0.8725857469789953,0.0062514470942347765,0.4516877595990717,0.6709124034632313,0.723882765102965,0.7816061332622916,0.8230406784985079,0.943996618223693
0.0062514470942347765,0.4516877595990717,0.6709124034632313,0.723882765102965,0.7816061332622916,0.8230406784985079,0.943996618223693,0.006482982171799027,0.5091359372867142,0.7096238492172259,0.6933606767495513,0.8559778586863214,0.8399403172608764,0.8922058802093205
0.006482982171799027,0.5091359372867142,0.7096238492172259,0.6933606767495513,0.8559778586863214,0.8399403172608764,0.8922058802093205,0.006714517249363279,0.5828864491722079,0.708317882076004,0.48175681449201063,0.8195246129710207,0.8230406784985079,0.7944696296080347
0.006714517249363279,0.5828864491722079,0.708317882076004,0.48175681449201063,0.8195246129710207,0.8230406784985079,0.7944696296080347,0.00694605232692753,0.6316959497669701,0.6433581090885638,0.637921900367427,0.8561110617766331,0.8542641746505418,0.890063116773319
0.00694605232692753,0.6316959497669701,0.6433581090885638,0.637921900367427,0.8561110617766331,0.8542641746505418,0.890063116773319,0.00717758740449178,0.4343129034145199,0.6298631152959384,0.5744339058361104,0.7417044075422549,0.749238259776975,0.7503170415287962
0.00717758740449178,0.4343129034145199,0.6298631152959384,0.5744339058361104,0.7417044075422549,0.749238259776975,0.7503170415287962,0.007409122482056031,0.5329849261909869,0.6809893104171033,0.554131419294198,0.7402539738921943,0.7319145594471493,0.8326749559057185
0.007409122482056031,0.5329849261909869,0.6809893104171033,0.554131419294198,0.7402539738921943,0.7319145594471493,0.8326749559057185,0.007640657559620282,0.5645755737992628,0.7238605033616561,0.7022814662906945,0.8608767723411183,0.7970001570598397,0.8797428683876799
0.007640657559620282,0.5645755737992628,0.7238605033616561,0.7022814662906945,0.8608767723411183,0.7970001570598397,0.8797428683876799,0.007872192637184533,0.5737212612858563,0.6862293020331167,0.6208322652311372,0.7012846698043393,0.6931521909847652,0.800431468011603
0.007872192637184533,0.5737212612858563,0.6862293020331167,0.6208322652311372,0.7012846698043393,0.6931521909847652,0.800431468011603,0.008103727714748783,0.4944326358690353,0.6986279283491608,0.6415619926514569,0.8683213450552052,0.7996073504005026,0.9159511974694986
0.008103727714748783,0.4944326358690353,0.6986279283491608,0.6415619926514569,0.8683213450552052,0.7996073504005026,0.9159511974694986,0.008335262792313034,0.6072814492697098,0.6743466133531109,0.6071776467572416,0.883284492200219,0.7623841683681483,0.8556622888211887
0.008335262792313034,0.6072814492697098,0.6743466133531109,0.6071776467572416,0.883284492200219,0.7623841683681483,0.8556622888211887,0.008566797869877286,0.5554298863126693,0.6372152266094835,0.6523455524224557,0.8225882840481897,0.7045861473221297,0.8734311910557848
0.008566797869877286,0.5554298863126693,0.6372152266094835,0.6523455524224557,0.8225882840481897,0.7045861473221297,0.8734311910557848,0.008798332947441536,0.5229032195159999,0.5841381423020492,0.5849782107152012,0.8631856259065209,0.7355897596984451,0.8488550063408307
0.008798332947441536,0.5229032195159999,0.5841381423020492,0.5849782107152012,0.8631856259065209,0.7355897596984451,0.8488550063408307,0.009029868025005787,0.5269593026657046,0.6035825419602404,0.6293941724344184,0.8301808601959565,0.7852834930108371,0.9058641750360772
0.009029868025005787,0.5269593026657046,0.6035825419602404,0.6293941724344184,0.8301808601959565,0.7852834930108371,0.9058641750360772,0.009261403102570039,0.42592773151849606,0.6327168953452751,0.6917884303170126,0.861024775774798,0.7064080414637977,0.8697724589303676
0.009261403102570039,0.42592773151849606,0.6327168953452751,0.6917884303170126,0.861024775774798,0.7064080414637977,0.8697724589303676,0.009492938180134289,0.4405530313371423,0.5768988923463875,0.6172776211227889,0.7782020542876594,0.7342704570441337,0.8467268195268429
0.009492938180134289,0.4405530313371423,0.5768988923463875,0.6172776211227889,0.7782020542876594,0.7342704570441337,0.8467268195268429,0.00972447325769854,0.44404360289385925,0.6487754542669655,0.5983423053917798,0.7717787052659623,0.7136956180304697,0.8467268195268429
0.00972447325769854,0.44404360289385925,0.6487754542669655,0.5983423053917798,0.7717787052659623,0.7136956180304697,0.8467268195268429,0.009956008335262792,0.38953998556970415,0.4644406107411766,0.49544561223617883,0.7113785039812923,0.6462855347887545,0.7754617145022813
0.009956008335262792,0.38953998556970415,0.4644406107411766,0.49544561223617883,0.7113785039812923,0.6462855347887545,0.7754617145022813,0.010187543412827042,0.2945925391470525,0.3930961095077632,0.5199008801162095,0.591318118580351,0.5275640018847181,0.7687710449980322
0.010187543412827042,0.2945925391470525,0.3930961095077632,0.5199008801162095,0.591318118580351,0.5275640018847181,0.7687710449980322,0.010419078490391294,0.23599383787367637,0.3500798091030746,0.5282748013329915,0.557247728147293,0.5041620857546726,0.7234814804017318
0.010419078490391294,0.23599383787367637,0.3500798091030746,0.5282748013329915,0.557247728147293,0.5041620857546726,0.7234814804017318,0.010650613567955543,0.205358709853552,0.2120503684117182,0.48192771084337344,0.2524494568273984,0.25531647557719495,0.5521624418757196
0.010650613567955543,0.205358709853552,0.2120503684117182,0.48192771084337344,0.2524494568273984,0.25531647557719495,0.5521624418757196,0.010882148645519795,0.1451999765995203,0.11953630104961062,0.3510552849696659,0.22003670485155258,0.164850007852992,0.3283092576126409
0.010882148645519795,0.1451999765995203,0.11953630104961062,0.3510552849696659,0.22003670485155258,0.164850007852992,0.3283092576126409,0.011113683723084047,0.1540141572902244,0.16979185140996084,0.3387507476715372,0.2566527543439007,0.22470551280037696,0.3757415856449427
0.011113683723084047,0.1540141572902244,0.16979185140996084,0.3387507476715372,0.2566527543439007,0.22470551280037696,0.3757415856449427,0.011345218800648297,0.18113921335387376,0.16052109701239858,0.3064171579936768,0.2805701092265341,0.20846552536516413,0.31600658863315023
0.011345218800648297,0.18113921335387376,0.16052109701239858,0.3064171579936768,0.2805701092265341,0.20846552536516413,0.31600658863315023,0.011576753878212548,0.10738870146838012,0.08556503232671751,0.2562761685038024,0.20412633573098893,0.161975812784671,0.1997288748305468
0.011576753878212548,0.10738870146838012,0.08556503232671751,0.2562761685038024,0.20412633573098893,0.161975812784671,0.1997288748305468,0.011808288955776798,0.134572258731304,0.10723441304032373,0.2546355635307186,0.20175828079211433,0.14922255379299512,0.20793551302421187
0.011808288955776798,0.134572258731304,0.10723441304032373,0.2546355635307186,0.20175828079211433,0.14922255379299512,0.20793551302421187,0.01203982403334105,0.09184688286109866,0.11806910339712685,0.343928907117833,0.19432850842139537,0.1674100832417151,0.261213066483973
0.01203982403334105,0.09184688286109866,0.11806910339712685,0.343928907117833,0.19432850842139537,0.1674100832417151,0.261213066483973,0.012271359110905301,0.11312181899728946,0.14700998016864708,0.5197641630351191,0.25743717254240306,0.2808544055285064,0.6133988309549145
0.012271359110905301,0.11312181899728946,0.14700998016864708,0.5197641630351191,0.25743717254240306,0.2808544055285064,0.6133988309549145,0.012502894188469551,0.05093504416840547,0.17122680296019216,0.4757754421943092,0.3796732084184354,0.4907805874038008,0.7556812384298063
0.012502894188469551,0.05093504416840547,0.17122680296019216,0.4757754421943092,0.3796732084184354,0.4907805874038008,0.7556812384298063,0.012734429266033803,0.04063883309607849,0.1047514631668897,0.4029052379731693,0.4730485747269337,0.48828333595099727,0.7136568371645555
0.012734429266033803,0.04063883309607849,0.1047514631668897,0.4029052379731693,0.4730485747269337,0.48828333595099727,0.7136568371645555,0.012965964343598054,0.07876211462334978,0.08224368379472129,0.449765017516876,0.5949738033922386,0.5772891471650698,0.7283792253983062
0.012965964343598054,0.07876211462334978,0.08224368379472129,0.449765017516876,0.5949738033922386,0.5772891471650698,0.7283792253983062,0.013197499421162304,0.0719759755074979,0.15976331360946744,0.4865077330598992,0.7297309297575703,0.7319145594471493,0.8252991851668295
0.013197499421162304,0.0719759755074979,0.15976331360946744,0.4865077330598992,0.7297309297575703,0.7319145594471493,0.8252991851668295,0.013429034498726556,0.049102006591135144,0.17661190203634136,0.49571904639835945,0.5486635289938726,0.6143081514056855,0.7157121408684752
0.013429034498726556,0.049102006591135144,0.17661190203634136,0.49571904639835945,0.5486635289938726,0.6143081514056855,0.7157121408684752,0.013660569576290808,0.17659562021021427,0.41392709156280727,0.5228915662650602,0.5978006689755202,0.6535731113554264,0.7778668571345277
0.013660569576290808,0.17659562021021427,0.41392709156280727,0.5228915662650602,0.5978006689755202,0.6535731113554264,0.7778668571345277,0.013892104653855058,0.2148749049355512,0.40088354320171543,0.571870460565667,0.6708255631530651,0.7228050887388094,0.796087634651546
0.013892104653855058,0.2148749049355512,0.40088354320171543,0.571870460565667,0.6708255631530651,0.7228050887388094,0.796087634651546,0.014123639731419309,0.14974356974317973,0.3058059107105428,0.5210458856703408,0.686602729183317,0.7319145594471493,0.8251534189466934
0.014123639731419309,0.14974356974317973,0.3058059107105428,0.5210458856703408,0.686602729183317,0.7319145594471493,0.8251534189466934,0.014355174808983559,0.2065482342388019,0.32821695177595406,0.44851747415192683,0.7049551549595949,0.6699701586304382,0.8263049720857689
0.014355174808983559,0.2065482342388019,0.32821695177595406,0.44851747415192683,0.7049551549595949,0.6699701586304382,0.8263049720857689,0.01458670988654781,0.11678789415183011,0.2579688180191219,0.46497479278817394,0.704037533670781,0.6462855347887545,0.8063058466830898
0.01458670988654781,0.11678789415183011,0.2579688180191219,0.46497479278817394,0.704037533670781,0.6462855347887545,0.8063058466830898,0.014818244964112062,0.09890602757356526,0.16398755300453055,0.4530633170981799,0.6937660953734125,0.688189100047118,0.8082153841668733
0.014818244964112062,0.09890602757356526,0.16398755300453055,0.4530633170981799,0.6937660953734125,0.688189100047118,0.8082153841668733,0.015049780041676312,0.06528733839043702,0.12037469970817276,0.44198923352986413,0.6985318059378977,0.6239202136013822,0.775811553430608
0.015049780041676312,0.06528733839043702,0.12037469970817276,0.44198923352986413,0.6985318059378977,0.6239202136013822,0.775811553430608,0.015281315119240564,0.0819406797839356,0.0826628831240024,0.45697684354439033,0.6263061303022229,0.6626825820637663,0.800927073160066
0.015281315119240564,0.0819406797839356,0.0826628831240024,0.45697684354439033,0.6263061303022229,0.6626825820637663,0.800927073160066,0.015512850196804814,0.09444043602893862,0.15666768779323798,0.5192343843458941,0.6700855459846667,0.7064080414637977,0.7963354372257774
0.015512850196804814,0.09444043602893862,0.15666768779323798,0.5192343843458941,0.6700855459846667,0.7064080414637977,0.7963354372257774,0.015744385274369065,0.11665139135352273,0.3690727633297325,0.5630009399299324,0.6755912737175502,0.7045861473221297,0.805649898692477
0.015744385274369065,0.11665139135352273,0.3690727633297325,0.5630009399299324,0.6755912737175502,0.7045861473221297,0.805649898692477,0.015975920351933317,0.13012616758643555,0.2572432807184431,0.563855421686747,0.7104608826924783,0.7501335008638291,0.8180400274040495
0.015975920351933317,0.13012616758643555,0.2572432807184431,0.563855421686747,0.7104608826924783,0.7501335008638291,0.8180400274040495,0.01620745542949757,0.2378658762504631,0.42671267110588,0.5031017687772366,0.7242252020246869,0.7136956180304697,0.8184481728204307
0.01620745542949757,0.2378658762504631,0.42671267110588,0.5031017687772366,0.7242252020246869,0.7136956180304697,0.8184481728204307,0.016438990507061817,0.319943058832706,0.44431904293568514,0.5562163547808253,0.7233075807358731,0.7501335008638291,0.8284477355217703
0.016438990507061817,0.319943058832706,0.44431904293568514,0.5562163547808253,0.7233075807358731,0.7501335008638291,0.8284477355217703,0.01667052558462607,0.16253583198455565,0.3202521645196137,0.4894129710330684,0.7297309297575703,0.7410240301554892,0.8151830094893809
0.01667052558462607,0.16253583198455565,0.3202521645196137,0.4894129710330684,0.7297309297575703,0.7410240301554892,0.8151830094893809,0.01690206066219032,0.26497143191435424,0.44127178627283425,0.4820815175596001,0.7425776278009648,0.7363436469294802,0.8177484949637771
0.01690206066219032,0.26497143191435424,0.44127178627283425,0.4820815175596001,0.7425776278009648,0.7363436469294802,0.8177484949637771,0.01713359573975457,0.2938710243559992,0.45802363639295096,0.5283944287789455,0.7104608826924783,0.7155175121721377,0.8180400274040495
0.01713359573975457,0.2938710243559992,0.45802363639295096,0.5283944287789455,0.7104608826924783,0.7155175121721377,0.8180400274040495,0.017365130817318823,0.3253251691659679,0.470502877964626,0.4873451251815773,0.7846254033093566,0.7337364535888176,0.8677171552264479
0.017365130817318823,0.3253251691659679,0.470502877964626,0.4873451251815773,0.7846254033093566,0.7337364535888176,0.8677171552264479,0.017596665894883075,0.2716210682318987,0.38959740741337884,0.5266512859950438,0.7490009768226621,0.77878121564316,0.8355611270644142
0.017596665894883075,0.2716210682318987,0.38959740741337884,0.5266512859950438,0.7490009768226621,0.77878121564316,0.8355611270644142,0.017828200972447323,0.16581189914393243,0.2975025393805523,0.46743570024779973,0.7425776278009648,0.7345217527878122,0.8130548226753932
0.017828200972447323,0.16581189914393243,0.2975025393805523,0.46743570024779973,0.7425776278009648,0.7345217527878122,0.8130548226753932,0.018059736050011575,0.21204734697061292,0.3580929655127937,0.46171067247714254,0.7233075807358731,0.6954766766137899,0.803346792414326
0.018059736050011575,0.21204734697061292,0.3580929655127937,0.46171067247714254,0.7233075807358731,0.6954766766137899,0.803346792414326,0.018291271127575826,0.22965620795226302,0.38912983893071923,0.45675467828761857,0.7104608826924783,0.6699701586304382,0.8032156028162034
0.018291271127575826,0.22965620795226302,0.38912983893071923,0.45675467828761857,0.7104608826924783,0.6699701586304382,0.8032156028162034,0.018522806205140078,0.2559817476258264,0.3772471502507134,0.4548064598820815,0.704037533670781,0.6954766766137899,0.7913793857411484
0.018522806205140078,0.2559817476258264,0.3772471502507134,0.4548064598820815,0.704037533670781,0.6954766766137899,0.7913793857411484,0.01875434128270433,0.2722255806244027,0.3755058607290843,0.4927796291549175,0.7104608826924783,0.7501335008638291,0.7939302945935309
0.01875434128270433,0.2722255806244027,0.3755058607290843,0.4927796291549175,0.7104608826924783,0.7501335008638291,0.7939302945935309,0.018985876360268578,0.2802207445252628,0.3662351063315222,0.43563188925916435,0.6550483971228132,0.68636720590545,0.7813652464177951
0.018985876360268578,0.2802207445252628,0.3662351063315222,0.43563188925916435,0.6550483971228132,0.68636720590545,0.7813652464177951,0.01921741143783283,0.3274702131393693,0.37768247263112065,0.4516790566521404,0.6474410206316786,0.6736139469137742,0.7804031893648967
0.01921741143783283,0.3274702131393693,0.37768247263112065,0.4516790566521404,0.6474410206316786,0.6736139469137742,0.7804031893648967,0.01944894651539708,0.3422515161560812,0.47683923705722064,0.5098179953857984,0.686602729183317,0.7136956180304697,0.798244974709561
0.01944894651539708,0.3422515161560812,0.47683923705722064,0.5098179953857984,0.686602729183317,0.7136956180304697,0.798244974709561,0.019680481592961332,0.23035822234355804,0.3963529658352546,0.5061779031017688,0.686602729183317,0.7136956180304697,0.7832019007915106
0.019680481592961332,0.23035822234355804,0.3963529658352546,0.5061779031017688,0.686602729183317,0.7136956180304697,0.7832019007915106,0.019912016670525584,0.15873325403170765,0.3090627670380342,0.5590532342134497,0.5761181659414498,0.6129260248154547,0.7523431919886886
0.019912016670525584,0.15873325403170765,0.3090627670380342,0.5590532342134497,0.5761181659414498,0.6129260248154547,0.7523431919886886,0.020143551748089836,0.17747313819933305,0.1787401447849991,0.49305306331709825,0.29568125980522747,0.38702685723260566,0.6817340349547397
0.020143551748089836,0.17747313819933305,0.1787401447849991,0.49305306331709825,0.29568125980522747,0.38702685723260566,0.6817340349547397,0.020375086825654084,0.1809247089565336,0.31293229930832106,0.5613261556865761,0.2859574342124737,0.44306580807287577,0.7313820095331108
0.020375086825654084,0.1809247089565336,0.31293229930832106,0.5613261556865761,0.2859574342124737,0.44306580807287577,0.7313820095331108,0.020606621903218336,0.23263976911526682,0.3708785450558663,0.533555498590105,0.49368025338187843,0.6151248625726402,0.7822106904945848
0.020606621903218336,0.23263976911526682,0.3708785450558663,0.533555498590105,0.49368025338187843,0.6151248625726402,0.7822106904945848,0.020838156980782587,0.2747996333924846,0.37713428889283,0.4412543792190036,0.7113785039812923,0.7319145594471493,0.7873125081993502
0.020838156980782587,0.2747996333924846,0.37713428889283,0.4412543792190036,0.7113785039812923,0.7319145594471493,0.7873125081993502,0.02106969205834684,0.41596302724205847,0.4886735565838479,0.5699051525249935,0.6939436994938282,0.68636720590545,0.7896156144775011
0.02106969205834684,0.41596302724205847,0.4886735565838479,0.5699051525249935,0.6939436994938282,0.68636720590545,0.7896156144775011,0.02130122713591109,0.41026891051266545,0.4382406526611096,0.6177219516363325,0.6371695823343102,0.7064080414637977,0.7732897978222527
0.02130122713591109,0.41026891051266545,0.4382406526611096,0.6177219516363325,0.6371695823343102,0.7064080414637977,0.7732897978222527,0.02153276221347534,0.3814083188705367,0.5042484239717524,0.5254891908057762,0.6700855459846667,0.6699701586304382,0.7695290293427403
0.02153276221347534,0.3814083188705367,0.5042484239717524,0.5254891908057762,0.6700855459846667,0.6699701586304382,0.7695290293427403,0.02176429729103959,0.37596770733800045,0.42898602131467356,0.4697940698966077,0.6122014030725512,0.6166326370347103,0.7545005320467035
0.02176429729103959,0.37596770733800045,0.42898602131467356,0.4697940698966077,0.6122014030725512,0.6166326370347103,0.7545005320467035,0.021995832368603842,0.32708020514420544,0.40146397304225845,0.5367170810903187,0.6200603854009412,0.6403172608763938,0.7778814337565413
0.021995832368603842,0.32708020514420544,0.40146397304225845,0.5367170810903187,0.6200603854009412,0.6403172608763938,0.7778814337565413,0.022227367446168093,0.15362414929506055,0.2060525933927736,0.4307271639750491,0.20363792439984607,0.23295115438982253,0.6415462880632045
