0,1
0.67156374,0.6572887
0.67297363,0.6526207
0.67285967,0.65617186
0.6662042,0.6504929
0.66498816,0.6508492
0.6631167,0.6508607
0.6858558,0.6825969
0.69891983,0.6965498
0.7015775,0.7011703
0.6996527,0.6967286
0.6972016,0.6936642
0.692865,0.68781257
0.68976384,0.68754685
0.6958132,0.68931484
0.6976924,0.6914617
0.69248176,0.6847496
0.6869757,0.6791842
0.68327904,0.674361
0.6793213,0.6709045
0.6760249,0.66731787
0.6732129,0.66529965
0.66998696,0.6633413
0.6646774,0.65446544
0.6599983,0.65377855
0.65679884,0.6519425
0.6529037,0.648463
0.64860153,0.64589703
0.64620364,0.64229834
0.64255095,0.6391197
0.6392153,0.63536096
0.6371139,0.6340343
0.63456273,0.6325948
0.63164425,0.62791324
0.6286615,0.6249933
0.6230538,0.62024873
0.6179025,0.6142491
0.6144657,0.6131469
0.6081264,0.6047269
0.6045766,0.60316575
0.5992869,0.5955796
0.59215,0.5886419
0.5874788,0.5842254
0.581982,0.57796973
0.57655066,0.5724615
0.5707856,0.56677425
0.56465995,0.5611525
0.5580854,0.55463135
0.55444086,0.5525791
0.5491148,0.5464411
0.5438184,0.53778
0.53968686,0.5350567
0.534814,0.5280089
0.5315669,0.5262972
0.5272276,0.52135473
0.5241285,0.51808625
0.52173483,0.51627177
0.5181306,0.51197517
0.514339,0.50713074
0.508213,0.5036518
0.4938655,0.4911043
0.4917882,0.48702675
0.48998818,0.4863143
0.48810348,0.48754203
0.48683515,0.48675263
0.48550603,0.4870749
0.49003765,0.4911747
0.49668887,0.5000245
0.49904647,0.5013283
0.5014464,0.5032233
0.5087945,0.5106542
0.51736677,0.5175905
0.5229971,0.52888274
0.5258563,0.5350453
0.5341381,0.5432136
0.557868,0.5626515
0.56099296,0.57492936
0.57564104,0.5865568
0.5888933,0.60572267
0.60315394,0.61790293
0.6410996,0.6504116
0.63886255,0.6608615
0.6609585,0.6794442
0.6924875,0.69792676
0.6947439,0.6941096
0.699052,0.70213234
0.72311586,0.71900064
0.7363293,0.7298911
0.73270375,0.731408
0.70537835,0.68860865
0.7231477,0.71464396
0.7553521,0.74743116
0.7784469,0.7732607
0.78071094,0.77288246
0.77924716,0.7731172
0.75716126,0.73968035
0.7121311,0.690441
0.72249144,0.70854044
0.75038576,0.7478388
0.7443484,0.74315536
0.699267,0.68646145
0.7375184,0.730137
0.7487188,0.7302499
0.7510526,0.7266576
0.7486844,0.72520995
0.74625945,0.73249525
0.7449553,0.73192173
0.7371677,0.7264093
0.72844386,0.7167444
0.7233101,0.71158934
0.72824615,0.7185918
0.73229814,0.7200736
0.72801065,0.7166828
0.72027767,0.708485
0.71327335,0.70321727
0.70451236,0.6942777
0.6978038,0.6870072
0.6898978,0.67946374
0.6828805,0.67164385
0.6767601,0.66382015
0.6725856,0.6620307
0.667022,0.65848905
0.6619719,0.65358174
0.65715575,0.6487415
0.6522894,0.6439576
0.647166,0.6368667
0.64103705,0.62889385
0.6354382,0.6230639
0.63003564,0.6177979
0.6257921,0.61437404
0.6210669,0.6080057
0.6162185,0.6039419
0.610881,0.5998205
0.6081191,0.5977662
0.60378784,0.59298396
0.59879565,0.5874376
0.5943315,0.583465
0.591427,0.58087814
0.5875374,0.5772848
0.58369684,0.5736829
0.5816153,0.5722451
0.5773907,0.5686668
0.5734635,0.5654164
0.56812614,0.5610453
0.56377053,0.5568764
0.56032544,0.552186
0.5558528,0.54809046
0.55197704,0.54484874
0.5478832,0.54124916
0.54390454,0.53678316
0.53950995,0.53237665
0.5364802,0.5280429
0.5342601,0.5260318
0.53114593,0.52344435
0.5273065,0.5202051
0.521345,0.5149164
0.5064673,0.50276303
0.49871904,0.49384153
0.49587303,0.49154365
0.49542543,0.49223483
