0,1
0.61174756,0.6200309
0.6244252,0.6440463
0.6037241,0.601938
0.5775005,0.5418129
0.5610948,0.54441965
0.5567404,0.54499775
0.6504364,0.61213255
0.7082812,0.6654148
0.7250918,0.67901516
0.724179,0.6710557
0.7235486,0.6806726
0.70841444,0.6711929
0.6944721,0.6532881
0.6546604,0.63818854
0.628717,0.6374332
0.603235,0.6126877
0.58412,0.61378086
0.5695466,0.592842
0.55289066,0.56998974
0.5309228,0.5592798
0.52162373,0.54033804
0.51979697,0.5142381
0.48648238,0.503736
0.46962434,0.4675486
0.45698798,0.45155066
0.42923832,0.43786192
0.41552806,0.4061252
0.39852625,0.39955407
0.3810948,0.3748166
0.35661906,0.36311162
0.34518734,0.3543293
0.33441198,0.3360765
0.32515436,0.3147689
0.31390458,0.30360788
0.299433,0.28268462
0.27073187,0.2586035
0.24980235,0.23440385
0.2155963,0.20433003
0.2020907,0.17851448
0.17377894,0.16080618
0.15427697,0.13268888
0.13515845,0.10582626
0.1014642,0.080016434
0.078105494,0.043607533
0.04519525,0.015164912
0.01582916,-0.022589922
-0.009702653,-0.067453325
-0.031211957,-0.086835206
-0.064322725,-0.11742401
-0.08836384,-0.15064049
-0.11762914,-0.17367634
-0.14606197,-0.19254687
-0.16944423,-0.2133987
-0.19560035,-0.23974714
-0.21110263,-0.2661851
-0.22975285,-0.27260137
-0.254094,-0.28543425
-0.27080256,-0.30391884
-0.2779666,-0.3185975
-0.2755428,-0.34088516
-0.29394507,-0.3468895
-0.3044293,-0.35928023
-0.3031034,-0.35656357
-0.30968273,-0.35083544
-0.3051358,-0.34148717
-0.28887284,-0.33126593
-0.28180814,-0.33392447
-0.27529472,-0.30741382
-0.25734752,-0.2720163
-0.22828184,-0.22608197
-0.21900116,-0.19647264
-0.17078233,-0.14801791
-0.109467715,-0.078804255
-0.04538533,0.030944109
-0.03572446,0.028259754
0.051494673,0.12569296
0.14442287,0.21453619
0.21409482,0.3067106
0.3206586,0.41319525
0.3686893,0.50020516
0.48146725,0.6167886
0.59370637,0.7257044
0.60681224,0.7479025
0.6638697,0.7972872
0.7388185,0.8803951
0.78841543,0.9267909
0.79296005,0.9407562
0.79718715,0.9388113
0.77934295,0.8514236
0.8463887,0.9186652
0.9793228,1.1095814
0.9723629,1.0877221
0.9628327,1.0934765
0.96802825,1.0759158
0.9116491,0.99958515
0.88541234,0.9337102
0.88308024,0.9006598
0.94912744,1.0284065
0.942731,1.0126531
0.8651051,0.85573506
0.90104276,0.9793086
0.9272606,1.0354612
0.9073026,1.0263971
0.8932665,0.9966054
0.8934716,0.97622967
0.8981916,0.96809316
0.9023722,0.9291096
0.85341036,0.9022223
0.85776967,0.88235164
